"","idDisp","speed","at"
"1","35AFCC960BB7E18A094F3C236CB9AEE7D509A2C8",11.2429880379894,1444320483.612
"2","63FCB945DF305BDA1BAB9EBD354AC00651424A56",102.557373432662,1444322036.267
"3","CE5A6AE1E4806A38F38EC1B6F863463EF89B4ABE",5.25800029307729,1444324124.881
"4","55681B63453DB37F021E761C3977D055BED44C22",11.1306834997326,1444334162.265
"5","B203A923BE9C64CD91D81840C920EE263FE2D47D",76.3647302979639,1444349358.345
"6","2A1AC747A2652C71B87357191DDD8EFF4E21EEF6",18.307499417338,1444365452.075
"7","A357A05A443319A88231F90F89A9FCD998D4D9F7",97.2512602497117,1444375709.364
"8","60572601B5CECA484A6B5B6D0E0480DE9952FE33",6.95967972822242,1444385582.789
"9","732A5154E47CC4D78D1937E897E3A30A9553AF3B",3.02597994819129,1444387116.48
"10","2F40414055D3FC6107B7F070A68AEF13C2B999C1",167.946528532355,1444388919.492
"11","40B8779BF2A41D1BA903C11583C674D5F73A41CF",172.302765554512,1444392584.739
"12","954D430FD28C4E92D42166F163293ECDE689C4E3",153.245436498332,1444396394.523
"13","36C93D7E354B44C2462C8C5DAA1273F4642517DA",213.217320148487,1444401226.48
"14","F69C0492E50593D44982CDCABA0F602290393747",10.3134480852152,1445077273.148
"15","7127AE2C040322DEC10B6DF55A7A387DB0AB2F15",3.97442371358938,1445104650.786
"16","A7502AE30A254C06370931668605312CB27B849B",12.0022743702878,1445108655.604
"17","524C20C39166CFB6F10FCBB58A5F2785653AFAF3",4.67474700094162,1445180517.216
"18","80328815DBE7E090F534DE79B0ABCAA239EFA34F",4.59970647834518,1445187979.74
"19","46FF4E0DA225BAE29A48BDD08FBB8FFB5DDD725B",3.30140529819962,1445198379.441
"20","7B897BFD8A6D990CFFD555C6004191D2904A39F6",101.864602398145,1445267466.586
"21","EC2EE72F410030EA1885ABE2EDA632A4BE204B6D",46.8826398874724,1445301563.832
"22","947AE2990131B28F822128F82B2A9309BD348ECB",99.4530917109521,1445326265.835
"23","A485F735B3B1FBBF80EFD820C1DBD2B0B091E052",90.6735949023436,1445329511.747
"24","F37C0638A4B726715A07F1DA8C324D03B10FFCF8",9.52496941069774,1445336171.24
"25","84E1099550800EC5DFA240B5451A309F8E8375CE",126.01284950304,1445430616.368
"26","78DD58C49C42412F0609387F71E4949747A12D28",2.92335444489181,1445597029.605
"27","A04459956134DCCA0237B6B15E9333BF06DF2F54",2.59832682188124,1445601069.428
"28","838A845649F390081CDBB15C41778F285F3A5C1F",4.92605444931483,1445605653.433
"29","A2ED49E433AE1620A1A218ABD379F6D11434FE51",101.230789157551,1445605697.48
"30","4E3E9D4811306DE741FB80D676FE7687CCECD2B4",3.67613543848362,1445615250.119
"31","7D081AE607756CF5A75349FDA33B01FA9B4FB5FF",35.2877121823241,1445631004.707
"32","4144B3CC264084103F54BAA4FE0973E0E0AE6967",91.3340303811634,1445680768.362
"33","12CD7BF06AFECF52DD0E1B616F768D5F2EC409CA",4.06634926551832,1445703342.783
"34","62260D8799D1AC2C5EDF4F63838DB57880E64718",124.071033795756,1445707330.559
"35","D87164F0FB31989786E6A4F36DC4B7B8DCAD203E",101.604113430784,1445767135.596
"36","A0F8AC4CA63238078D8FC0C1408CF34D346E89CA",104.174430791074,1445771370.549
"37","5428C5DB8C06C88F840C4EB269C23F43B84BE641",6.4931576165056,1445783827.14
"38","E534BD8A21CAB8108F5EBCDF2A2F316CDC95B145",93.2653469714237,1445807410.492
"39","EC57379563D34F18B3321697DBD9D6FA1604B37C",84.7716446020245,1445807981.447
"40","9D405CAD371798B170A18308FD1EA67EEC0D5D92",11.3869801959268,1445856068.017
"41","8761F2C2930128AEDFBF3B9DD0D8669517484EDA",71.2089761673337,1445856469.858
"42","5EC8B3BA9906A6FE02B2A3DE9185B9D4D7F817ED",13.2771713457456,1445859732.415
