"","idDisp","speed","at"
"1","DE2A8DFD176B6199DDD8FD2DB83BBBAB0EC6C02E",14.0124870857016,1444315769.27
"2","AAD673D9CB2BC881B6C6C1BF5B7B4B707147676D",104.255762155146,1444322153.664
"3","67BC52645E604A784B880826B2604D02CD68850C",132.359485313139,1444324188.367
"4","E23FFD3EED02F47340B760EEEE4DD329AF93A095",136.522163280883,1444325018.767
"5","B0C6C9C3D9F0D5B933C7DCFE5D4CA3FDB86B8B08",3.74199255261517,1444325782.858
"6","69813FB8A4F9EF444AC99DA81E6D03BA1187229D",135.129887774226,1444325836.621
"7","E4C586A328687C563CC0ACA9BBD0506144D5D8D5",77.2474170388931,1444326193.003
"8","BC62DE779A9A9CC142869BC1AB8EF9CE16933837",128.869478921328,1444328429.194
"9","72D18F4CF392E9030D7D8B3DEC3D8BD397639B8B",127.771206317768,1444328441.236
"10","E13904B7AE11AB47AA5A0B1B98165599D1750EE3",11.0569712562528,1444333754.635
"11","E7D91E42D0535D450870CEE410623EDEFF35EC53",135.468739350651,1444373353.469
"12","6CB809F36BDE6003E914FEE1EF485CE1553DC505",135.2938851509,1444373355.641
"13","5CB3E54D81B1F6F50D41085C68DA89FBBDA11AD1",135.280210793522,1444373355.973
"14","F34F4A62B47B248EC43EF1B62A27FF3F71B53601",135.280210793522,1444373356.151
"15","E638C457CE26847127FA8D234EA90F59C47FF776",102.943656101743,1444376515.319
"16","0BDFBF3A19122330A8DED75960B803B6AF759FCB",150.391644908616,1444381449.19
"17","26A0BA1260C31248D158CFEE58F4E1F9B673B768",133.977039101369,1444382712.608
"18","24B4D6CE35A0BD69DF7E6DF1D3543E370BD4AEB6",152.739993074982,1444383667.496
"19","03C2EE86502EF5E24516510FEF697B34C25F84DD",164.809533687593,1444390690.48
"20","1860FBAE5676F21F28BB9A7E87D1D1EA82721480",121.434815153211,1444396487.812
"21","4C74273974430788F9E925A3ECFCBD48B35389FA",165.792050091179,1444396872.974
"22","4FC31C168EBB467B2F75B8F83BE17FCFACC69E40",138.317992264053,1444404782.249
"23","DA63ACA27EA8AC74A49C8893A29A05CFF1E4EE70",105.687912905558,1444407097.585
"24","E850CDE698E665E56BC1E778046DF21114EF0ABB",114.320254398282,1444410973.233
"25","A5156CEE2DC1FB766B686BC3B156CAAC38790918",176.619114293608,1444411370.967
"26","BBB0322D6BC7C452345959A78F84604E17864E42",140.150971053091,1444411686.687
"27","8DEFFC9752D3C7D394FB8B667F6AE9B4356BB4A4",177.403485887754,1444412730.96
"28","F01D6FD83ED4082108CFD3F636CE468D8813026D",124.413460242293,1444413238.137
"29","B61C0F8A7A3230BFB015C886E81361DD3FB2832C",109.444860864689,1444416370.336
"30","9C80CA90D85CC72CDEE7E717D5AC3122C544C9DB",138.569232845743,1444417463.361
"31","E509FB2FC460A84044C40DDE79AE71C801E6FD29",209.194960087038,1444424521.542
"32","86E1CA09759C13E368E5807D6F20C6A4B25230E5",101.340922902333,1444426184.96
"33","62613FDA7582A8171E2334B766F2A09632E9D942",218.100913449912,1444429313.318
"34","A3FBF9351B7E2B0AFB17129F724DD8DB8D2E6263",144.112507140472,1444438950.209
"35","EE90DEF286748546C343FA2375EF0013A090CF17",143.595358187157,1444452494.378
"36","A22E40097374F29581E47531375491A62F39308A",112.422346198751,1444467404.209
"37","02B735F059A719F565380C3CB210D2EB78BB08FE",5.23492857669613,1444468486.009
"38","A4764BDF636306AB0063F9BFD308DEDF2A0B44F1",195.754526830784,1444469551.852
"39","CBC091567890E660202E93E8F056F02670867F6B",322.425230697013,1444474147.516
"40","B0E1EED25B056E65C6A107119C6A29CC7FD995BD",204.409888818241,1444476201.467
"41","D5155FC3907A11DF4BA8F5349348D47A089CAE86",100.479829682643,1444479347.368
"42","E1240B2CFA5229CD4A238521B9228CBF65E3174A",100.493467203711,1444479347.95
"43","6CF3A795C0D94495565980A2D973DE2043E97214",100.484471824252,1444479348.43
"44","395FC22A124D1E70E1BCA5A3BEC514B426309F3F",110.836908904343,1444480810.329
"45","7D6F658551434A41A6BD12A4A3D91E3D3F26F421",118.76910160441,1444484268.236
"46","E7B49A87F409749265BC6867EC487575E84B6560",159.719847711192,1444486761.049
"47","74B454C36BD9C24908D02DB054901B225A61BE01",98.5936708344303,1444487713.5
"48","40D1E500213871A58E07843C6033108CC872183C",98.565094263572,1444487713.502
"49","17450A6F846B57A5A354ABFA167009376489FF05",84.1591720797258,1444488564.499
"50","8C436FF8C89DC08F9E8126A30EE914FE0D10AD24",122.308323584224,1444489666.861
"51","3655C86B444D5E3881D630863C414D0A5D9FF81E",8.99120760658205,1444493377.703
"52","B7FDA02818AB02FE55F4F45794549834978279AB",14.849303042807,1444496170.776
"53","4F26D9B7E9EC1DDFF7CD328C7F18BF094010B02B",127.64966281063,1444504094.334
"54","0EBD9EFDEDEC9AEA210FEC1DF6758515DEB800B7",60.3617367878916,1444524100.625
"55","459DF399B916F54C13AC6DC340218D85A90F2909",51.5294473016736,1444558890.753
"56","9E03C1AA4B20797F825E5A901A86051B063110C0",263.635697937905,1444559538.494
"57","92315D4D1778B4DD1DA1DBDEA0D663631ABC1546",196.682212211437,1444569242.966
"58","9299C359F069401AEF878CC776F43534F6FB998F",103.642940145388,1444570197.417
"59","83F3E0D2E85A459FF41B3F2EBCF6263216137186",421.796026855854,1444575078.956
"60","77BAA6A530EAA397D5F6525A8CE8A6844EF1AC60",354.206284454201,1444575180.069
"61","7F6454759C52EBE6829837AD880C1F3176CC85AA",8.21701385452782,1444584149.566
"62","A3CD90F864BEE9DD6DDF915E27DA1F8942A135F0",342.958509942011,1444595089.247
"63","D10820C27C9332E2C65F4BFC40FF7452BE8640CB",395.551185762487,1444597199.117
"64","80572692F02C926CD40B8DC0F310FD117B6D8EA9",104.442821553351,1444619054.404
"65","5940A0DC4ECE2F5E94AB30F760E8E68984585098",98.8105350585468,1444638521.835
"66","058023865533A6B0BE48C4CB9B888A2B4AE5ED2E",93.4928443058999,1444641052.915
"67","24B44460A73B6419E2E16E420B11F1D6D64D2D4F",93.4401689783273,1444641054.578
"68","007A0FF0F3B83367CFB568E1FC9E2375097668A4",93.3701388199579,1444641055.448
"69","681C9CFFF0430E2F499BEF8EAEDA0CC9DFB69058",93.3300316244247,1444641056
"70","6B081F13E2FAA3842DC8B1B913DA0FC91D00092A",269.007339713563,1444645512.476
"71","948E6292D4F2719DB910B2BEAC0ED909710D7A13",104.74902374893,1444651508.141
"72","93E1834E860FC7AAD237EEFC412DE2AA3E050D74",105.726604572384,1444656242.51
"73","9FCF99DDF9003EBA991CCA7E9730091BD38CB2B4",308.523858185777,1444661041.908
"74","9B61C1B96FA55F99EFBDF584E81B040613685111",8.09103060429456,1444662517.683
