"","idDisp","speed","at"
"1","5D7A04452E8AA4BA26CE59AC0DBA611D3715D122",91.7568401621544,1444404071.628
"2","B6B88E4E1C8517A97C397B79C563B5E44C74865A",90.2969725635779,1444404190.174
"3","16D4702F089B950076676CE4B341BC822189866D",73.2678116804206,1444405270.275
"4","87F99BCF189E4BC3C9A1D90DF6EB78B3387DF622",73.2599007661814,1444405270.483
"5","08BBD3C9DD93598285F51D1EA99A6412F34464FC",184.181373838524,1444482695.313
"6","BF8742733D8D89D3B673BDFD9A8A84A1668BFC92",43.6504087260872,1444483614.301
"7","B528A5FDEF769BF9BE266ED3862E4442084C8A63",79.3142702325981,1444498796.66
"8","4F424218A60872EE8468C6ED361FF26071A921B1",18.382734611548,1444512853.974
"9","8197FD86093D15A621CFE5DAF9BA51674423E902",101.112774404335,1444512853.974
"10","C2EDD23AC7BBCC48527412A41511639A35C2EE84",101.112680517637,1444512853.976
"11","59E4ECA0BD8059A29CFF4E8069B2707CBFFAE86D",43.99194814024,1444512894.417
"12","4D7EECE62640C1A6487E1F2CDC0AC3878E15240D",60.6821475795549,1444529899.273
"13","F2C9D1338701E39FF4F63CBF93F3506ADB2CBCD3",48.4850265748957,1444532157.585
"14","1D849E89D1957A4BD00E92F1F687FD4831279AD7",182.978850322213,1444561159.971
"15","4B6102D41705DA7446F19A27949681E3DD698DAC",160.525651488299,1444563712.608
"16","7668311E6DC46CE1C068FBA4EF509F349DBB3690",47.5243324905008,1444567988.68
"17","292C736060C9D95DC1849E37B28841E90560C160",47.5179506801937,1444567988.683
"18","5243FF41B7D7636993B38B0937992ACE40E908B4",181.138477790955,1444568224.523
"19","0F24464781FFE41108B5E3629096FC05D18FF19D",159.523392732222,1444590538.903
"20","F881018307681F12DA5F0F56ECE36141CB0C3FE5",10.98846405516,1444591602.351
"21","2ED1568A542C9CE2A2E583B7525F2549810057E1",56.8159437329967,1444624451.565
"22","A25F02611B65CA777CB22716F5FC7FD6528D6595",187.134301940172,1444627532.404
"23","046B79B4ABBFE2F6567F818D420175F3EDC01B71",123.058147518552,1444633791.171
"24","38D8D236CE53B8F704238982A843B40432286BA5",123.786643661802,1444637454.908
"25","B1160B287D28F39150C27BF777CBE92E3CF0D71D",66.2839766249339,1444647318.233
"26","D5438DBF3BFE6F2EED44356803A63A068F997420",70.3775929115072,1444647361.135
