"","idDisp","speed","at"
"1","BE9D60337E7B899645A08066A7C265FC889E959F",96.3961436583238,1444295234.66
"2","317B3279E951367E9D1F8BD8061F2CB5715212E4",15.4532620052869,1444302481.278
"3","88444820BC226DB8AAC6D7B4D919E8C12AB138EC",104.592925668415,1444326530.41
"4","ADD688AEEB26C2685A15B23DC157CCE421D13C60",104.526114779941,1444340880.359
"5","C09B69956561EB5643D9A1F0F90EB59F60F34BCC",99.4157413315883,1444378922.782
"6","8A422D0349025AA71A06C7B2A41C78FF0A142536",23.0241876965428,1444391314.523
"7","2AB661C944DA55C916504C4A9D69DEA2E8923B5E",106.842241039766,1444393585.803
"8","657ED2AB822A3CBC0063CE713ECD104DE091610D",148.760236014333,1444394710.872
"9","11C98CA0CC20757CB24B7FD97178F9B04EF4D5DC",65.1004173933463,1444403305.338
"10","9E2095BF5C177A1AA53A9DE2610B4E68175396E2",116.289066790288,1444405283.992
"11","B91F78E883CD5E035AC4329C94ECD9127AF4B178",111.557446847259,1444412295.954
"12","4769297DD3F7711CF296B53B92628E10EAAFF2E5",145.805929823498,1444414583.211
"13","242CAE1A526ED41927A9B259C3714524D1F5E941",43.6854053406653,1444492690.7
"14","223D69E6082EB7F97354C7E3BCAD7BA3C9EE6581",15.9832582882865,1444559903.996
"15","841F047F96790A42AA547D202B7828DD5F64D644",45.5855019405135,1444586874.489
"16","FB6CA7C3A6310B0FCA7981469D2C14D3DBA44650",111.907696233233,1444590055.627
"17","4E405F25D84CFA14B365191B5BA79B5362B8760F",111.96900850525,1444590055.634
"18","1ED2173CEEE23401746A24CBB4FD8ECCDC3EA0FD",164.818213956237,1444600200.081
"19","2DD5CDC20717F145A2CE60471F2F6DE977256FF9",112.714211194515,1444623989.723
"20","5BF47BCC932A10392C1197AF69BA7738D0D685AB",225.294182219691,1444665981.089
"21","F415CCC3C34595B8E1FD4C0843B65938D85FDF0E",218.892274120769,1444666010.065
"22","3D25E4AD7748EB5DECCE8C58CA6CFAD4563DF852",412.925631061473,1444731368.98
"23","735EA53BFF0774E7708830BC1807AC5EB80E15BD",133.797775526798,1444733323.997
"24","EF04C5F12A1E032EAFCA4B07C8C43A07E0CD60EA",11.3525396310251,1444735533.173
"25","6A224689D4F111D671F006CDE455609860A21752",11.984946906622,1444741943.509
"26","0412EB761D055F60EA8FD8AA8A44A016FABE9386",88.0974010882603,1444742467.904
"27","7DC1920AD92499C42C14B14C064227D4EEADB3D1",91.4935977943488,1444751324.342
"28","7337E16043E25DD400B3A61DFDEFA3DA86C5F4E3",44.5916349518579,1444786990.084
"29","626138639E11C5519C179F8627DE89110917C082",102.349310318327,1444840881.321
"30","4C9260CDBA436AFD4C9413932587B52F0EEE32FB",102.370534079642,1444840882.512
"31","9D6AD3B123B53D9BB85C9AFF295E1D23F5B9171F",3.35232717979573,1444851464.269
"32","486D684EA3BE1DA8343C2B53060554B1B432D4E0",229.001134241516,1444865200.006
"33","754DD2A5BBFDF76100E228288652FC6ABAD32B06",88.2375898922351,1444883844.256
"34","E9374B16F532495B754818FBFB44238FECC0346C",61.1539755169887,1444903720.506
"35","9CB6CDACCC6766AA226D70F4160FD69ABFF9FEFE",54.0861509175368,1444910850.763
"36","FE60C191263EE75368EA23BB5CF4E0A6BDCFA481",214.47937424551,1444914421.941
"37","2CE90D4CD605C7CCAFAA8DB1DE12B3EFFD029B55",91.9371511345785,1444936994.45
"38","96C4391149F5BC77DF7879AE5E361016586A3CC6",8.67243994204889,1444937538.651
"39","F25B67E1E01CC39D944A4EFA81C032A7A1D62C79",48.870537143456,1444943420.131
"40","9641A609ACA5F128AC80235715925A59E1999A20",66.7579024653968,1444952987.778
"41","F29E98CD7EABB39E3871E94AD98D82562DCBC038",83.1743009905527,1444995187.648
"42","CEE651B66A315B74E921384980571F07BEAB0AA2",1025.54662948441,1445011578.408
"43","4C3F539CEDA27A8CFBBBEA81C05B980F1C75E4A3",13.842573615977,1445015673.39
"44","E3F6DC2C65E0E05988B6FBC58655055648080E02",6.24883485267701,1445071591.181
"45","A763A7027D8B9D9D0F99E361F2F4DE7BF251F2DA",101.497125984518,1445083644.993
"46","0C91CD4B731F1AEC25BF62D8FE2FCE0BCE022B27",8.3852156607402,1445102217.66
"47","E1A2C96C45F13621BEF2A3D67B3E19F584224B5E",113.155978267247,1445164300.138
"48","5D44315E4E055ECFBA9C608057CA449E398C47FE",104.231765121373,1445182666.463
"49","02BF34A921148CA3ACA3A427F63E08111B021574",88.2177304027464,1445257962.594
"50","A9A98F8BC6AB578A1F9D393BC6695949D4802B14",90.4028140786731,1445276733.657
"51","913062B0A5C7D2D54F356D911CCAD01FD7AF57D9",85.346358498999,1445286388.249
"52","EAF6006AF08929D52CD93A8060C4347806885589",334.400365844274,1445313575.713
"53","396F79F8F4012C36E670C26E0E539454279B72C8",19.9237991314809,1445328322.559
"54","FA8302A486CC4DFEF4F46392E933CA5B3EBCE297",4.09975596289671,1445372364.104
"55","C957762785EF9DC53687370DCB7267EC131B63E5",20.046389401196,1445417214.467
"56","EA152C4B320E0EA8DBC3F636B0A9F9B209CE575A",111.683315751519,1445486164.828
"57","3B1C7D3F6499A2A05E2F21AC0089BC3DBD5186B5",68.1898451924386,1445508973.217
"58","48C427233DB1A9CE6822C404A17251ADAEC8A94D",14.5102817127324,1445513177.092
"59","142916EEB1779482FF202855F74AF394416F9530",20.2075714832841,1445524961.555
"60","0165BADFFD820AA0D303EB694C1C799E092E81E4",7.95664187822444,1445538177.918
"61","3D1ED37CA6EEF63D6AF7D9BD4E81A3F1DF1D73F2",36.6983814917484,1445602109.526
"62","0DF38A2A16A69F4959DC579F9EA246CBC16EDDA2",3.81689854841845,1445613611.828
"63","9928ACF3825C0B8263F593DA11F2DC772C5F29BC",3.88943835978368,1445629271.408
"64","0558DBD3F5C6D9B8F10A85A101BCDE597DF1F7EF",10.2173327093784,1445864052.67
"65","CBF3B2001D6329294270E27CF1CDABB2E000E3D6",87.8655101959014,1445876795.178
"66","FDC789F4A045A3DCD11F27E05395B8D5B720EB71",1802.45411123229,1445882034.44
"67","9EDE1C8409EDCC4150ABA3D5FF3F899B84CA0FCD",54.9894979453662,1445882698.617
"68","5F8154AFEB2883DC11838BCCC147314D2EE01598",6.615909634136,1445894589.209
"69","F88B46FEA6D36AA318969A3A7E7F6621519ECA8B",83.2625246048044,1445905904.213
"70","1F97B6B47A6B4E8A4EF7625CD190CB2EEB5ECE37",85.8878231631329,1445923519.345
"71","F03A7D73637E1035419DF01A6BC5760B0F2EB5AD",83.2630875175089,1445958107.783
"72","131C0D99DEE16E8554811DE3CD5C7F0CE78FD640",4.35971436866044,1446127177.743
"73","B9AA4007A03F1009F6A3CF425D321F1855934889",10.2066493180037,1446128886.342
"74","EF06B8BFA849D816C15A6C4CE9116899F4C22647",15.9517140253267,1446133488.279
"75","C10A4AAFFE5D0EEBCF5DF395E8B9C9952AD42634",15.9524252322785,1446133488.974
"76","7CB264BD0384402DD98FB7D15DDDA77C766D8AEC",15.9254742251705,1446133512.453
"77","09B736107A911D5A4A79FB0DF85CB07441074C28",20.3146249237399,1446134326.946
