"UNIX_time","1011","1012","1021","1022","1031","1032","1041","1042","1051","1052","1061","1062"
1441714776,0,0,0,0,0,0,0,0,0,0,0,0
1441714836,0,0,0,0,0,0,0,0,0,0,0,0
1441714896,0,0,0,0,0,0,0,0,0,0,0,0
1441714956,0.384649999936422,0,0,0,0,0,0,0,0,0,0,0
1441715016,0.374916664759318,0,0,0,0,0,0,0,0,0,0,0
1441715076,0,0,0,0,0,0,0,0,0,0,0,0
1441715136,0,0,0,0,0,0,0,0,0,0,0,0
1441715196,0,0,0,0,0,0,0,0,0,0,0,0
1441715256,0.00511666536331175,0,0,0,0,0,0,0,0,0,0,0
1441715316,0.389933331807455,0,0,0,0,0,0,0,0,0,0,0
1441715376,0.385033333301544,0,0,0,0,0,0,0,0,0,0,0
1441715436,1,0,0,0,0,0,0,0,0,0,0,0
1441715496,1,0,0,0,0,0,0,0,0,0,0,0
1441715556,0.31398332913716,0,0,0,0,0,0,0,0,0,0,0
1441715616,0.532983326911925,0,0,0,0,0,0,0,0,0,0,0
1441715676,0,0,0,0,0,0,0,0,0,0,0,0
1441715736,0,0,0,0,0,0,0,0,0,0,0,0
1441715796,0.204799997806548,0,0,0,0,0,0,0,0,0,0,0
1441715856,0.00388333002726237,0,0,0,0,0,0,0,0,0,0,0
1441715916,0,0,0,0,0,0,0,0,0,0,0,0
1441715976,0,0,0,0,0,0,0,0,0,0,0,0
1441716036,0,0,0,0,0,0,0,0,0,0,0,0
1441716096,0,0,0,0,0,0,0,0,0,0,0,0
1441716156,0,0,0,0,0,0,0,0,0,0,0,0
1441716216,0.00350000063578287,0,0,0,0,0,0,0,0,0,0,0
1441716276,0,0,0,0,0,0,0,0,0,0,0,0
1441716336,0,0,0,0,0,0,0,0,0,0,0,0
1441716396,0.00343333482742308,0,0,0,0,0,0,0,0,0,0,0
1441716456,0,0,0,0,0,0,0,0,0,0,0,0
1441716516,0,0,0,0,0,0,0,0,0,0,0,0
1441716576,0.105133330821991,0,0,0,0,0,0,0,0,0,0,0
1441716636,0.290099998315175,0,0,0,0,0,0,0,0,0,0,0
1441716696,0,0,0,0,0,0,0,0,0,0,0,0
1441716756,0,0,0,0,0,0,0,0,0,0,0,0
